
Server|2022-09-30 01:55:55|Server started!port:13161

Server|2022-09-30 01:55:55|Server started!port:13160

Server|2022-09-30 01:55:55|Server started!port:13159
127.0.0.1|2022-09-30 01:56:13|s
127.0.0.1|2022-09-30 01:56:19|state
0.0.0.0|2022-09-30 01:56:23|state
0.0.0.0|2022-09-30 01:56:26|desc
127.0.0.1|2022-09-30 01:56:29|desc
127.0.0.1|2022-09-30 01:56:41|stopserver

Server|2022-09-30 01:57:19|Server started!port:13161

Server|2022-09-30 01:57:19|Server started!port:13160

Server|2022-09-30 01:57:19|Server started!port:13159
127.0.0.1|2022-09-30 01:57:28|desc

Server|2022-09-30 01:57:57|Server started!port:13159

Server|2022-09-30 01:57:57|Server started!port:13161

Server|2022-09-30 01:57:57|Server started!port:13160

Server|2022-09-30 01:58:51|Server started!port:13161

Server|2022-09-30 01:58:51|Server started!port:13160

Server|2022-09-30 01:58:51|Server started!port:13159

Server|2022-09-30 01:59:41|Server started!port:13160

Server|2022-09-30 01:59:41|Server started!port:13161

Server|2022-09-30 01:59:41|Server started!port:13159
127.0.0.1|2022-09-30 01:59:48|desc

Server|2022-09-30 02:01:03|Server started!port:13160

Server|2022-09-30 02:01:03|Server started!port:13161

Server|2022-09-30 02:01:03|Server started!port:13159
127.0.0.1|2022-09-30 02:01:09|desc

Server|2022-09-30 02:03:30|Server started!port:13160

Server|2022-09-30 02:03:30|Server started!port:13161

Server|2022-09-30 02:03:30|Server started!port:13159
127.0.0.1|2022-09-30 02:03:36|desc

Server|2022-09-30 02:04:14|Server started!port:13161

Server|2022-09-30 02:04:14|Server started!port:13160

Server|2022-09-30 02:04:14|Server started!port:13159
127.0.0.1|2022-09-30 02:04:19|desc

Server|2022-09-30 02:05:45|Server started!port:13161

Server|2022-09-30 02:05:45|Server started!port:13160

Server|2022-09-30 02:05:45|Server started!port:13159
127.0.0.1|2022-09-30 02:05:50|desc

Server|2022-09-30 02:07:22|Server started!port:13160

Server|2022-09-30 02:07:22|Server started!port:13161

Server|2022-09-30 02:07:22|Server started!port:13159
127.0.0.1|2022-09-30 02:07:27|desc

Server|2022-09-30 02:07:56|Server started!port:13161

Server|2022-09-30 02:07:56|Server started!port:13160

Server|2022-09-30 02:07:56|Server started!port:13159
127.0.0.1|2022-09-30 02:08:01|desc
127.0.0.1|2022-09-30 02:08:03|w
127.0.0.1|2022-09-30 02:08:05|adsdsa
127.0.0.1|2022-09-30 02:08:11|select * from user

Server|2022-09-30 02:46:55|Server started!port:13160

Server|2022-09-30 02:46:55|Server started!port:13159

Server|2022-09-30 02:46:55|Server started!port:13161
127.0.0.1|2022-09-30 02:47:04|desc
127.0.0.1|2022-09-30 02:47:08|dsdsa
127.0.0.1|2022-09-30 02:47:11|vvcvxzcrfbhgd
127.0.0.1|2022-09-30 02:47:13|desc
127.0.0.1|2022-09-30 02:47:19|show database

Server|2022-09-30 02:53:55|Server started!port:13160

Server|2022-09-30 02:53:55|Server started!port:13161

Server|2022-09-30 02:53:55|Server started!port:13159

Server|2022-09-30 03:16:09|Server started!port:13160

Server|2022-09-30 03:16:09|Server started!port:13161

Server|2022-09-30 03:16:09|Server started!port:13159

Server|2022-09-30 03:20:29|Server started!port:13160

Server|2022-09-30 03:20:29|Server started!port:13161

Server|2022-09-30 03:20:29|Server started!port:13159

Server|2022-09-30 03:21:28|Server started!port:13161

Server|2022-09-30 03:21:28|Server started!port:13160

Server|2022-09-30 03:21:28|Server started!port:13159

Server|2022-09-30 03:22:50|Server started!port:13161

Server|2022-09-30 03:22:50|Server started!port:13160

Server|2022-09-30 03:22:50|Server started!port:13159

Server|2022-09-30 03:27:08|Server started!port:13160

Server|2022-09-30 03:27:08|Server started!port:13161

Server|2022-09-30 03:27:08|Server started!port:13159

Server|2022-09-30 03:27:52|Server started!port:13161

Server|2022-09-30 03:27:52|Server started!port:13160

Server|2022-09-30 03:27:52|Server started!port:13159

Server|2022-09-30 03:28:06|Server started!port:13161

Server|2022-09-30 03:28:06|Server started!port:13160

Server|2022-09-30 03:28:06|Server started!port:13159

Server|2022-09-30 03:30:37|Server started!port:13161

Server|2022-09-30 03:30:37|Server started!port:13160

Server|2022-09-30 03:30:37|Server started!port:13159

Server|2022-09-30 03:32:39|Server started!port:13161

Server|2022-09-30 03:32:39|Server started!port:13160

Server|2022-09-30 03:32:39|Server started!port:13159

Server|2022-09-30 03:33:53|Server started!port:13159

Server|2022-09-30 03:33:53|Server started!port:13161

Server|2022-09-30 03:33:53|Server started!port:13160

Server|2022-09-30 03:34:34|Server started!port:13161

Server|2022-09-30 03:34:34|Server started!port:13159

Server|2022-09-30 03:34:34|Server started!port:13160

Server|2022-09-30 03:35:54|Server started!port:13160

Server|2022-09-30 03:35:55|Server started!port:13161

Server|2022-09-30 03:35:55|Server started!port:13159

Server|2022-09-30 08:45:14|Server started!port:13160

Server|2022-09-30 08:45:14|Server started!port:13161

Server|2022-09-30 08:45:14|Server started!port:13159

Server|2022-09-30 08:46:02|Server started!port:13161

Server|2022-09-30 08:46:02|Server started!port:13160

Server|2022-09-30 08:46:02|Server started!port:13159

Server|2022-09-30 08:48:04|Server started!port:13160

Server|2022-09-30 08:48:04|Server started!port:13161

Server|2022-09-30 08:48:04|Server started!port:13159

Server|2022-09-30 08:49:00|Server started!port:13160

Server|2022-09-30 08:49:00|Server started!port:13161

Server|2022-09-30 08:49:00|Server started!port:13159

Server|2022-09-30 08:49:15|Server started!port:13160

Server|2022-09-30 08:49:15|Server started!port:13161

Server|2022-09-30 08:49:15|Server started!port:13159

Server|2022-09-30 08:49:42|Server started!port:13160

Server|2022-09-30 08:49:42|Server started!port:13161

Server|2022-09-30 08:49:42|Server started!port:13159
127.0.0.1|2022-09-30 08:49:43|n
127.0.0.1|2022-09-30 08:49:45|n
127.0.0.1|2022-09-30 08:49:46|n
127.0.0.1|2022-09-30 08:49:47|n
127.0.0.1|2022-09-30 08:49:48|n
127.0.0.1|2022-09-30 08:49:49|n
127.0.0.1|2022-09-30 08:49:50|n

